EmpID,Gender,Age,MaritalStatus,JobLevel,Experience,Dept,EmpType,WLB,WorkEnv,PhysicalActivityHours,Workload,Stress,SleepHours,CommuteMode,CommuteDistance,NumCompanies,TeamSize,NumReports,EduLevel,haveOT,TrainingHoursPerYear,JobSatisfaction
429,Male,40,Divorced,Mid,17,Customer Service,Full-Time,1,5,3.9,5,1,5.2,Public Transport,12,6,12,0,Bachelor,FALSE,38.5,3
436,Other,23,Single,Intern/Fresher,1,Finance,Part-Time,1,2,1.8,4,1,7.6,Public Transport,13,0,27,0,Bachelor,FALSE,10.5,3
442,Male,32,Married,Mid,2,Finance,Full-Time,5,2,2.6,5,4,6.6,Car,28,3,13,0,Bachelor,FALSE,31,3
446,Male,25,Single,Junior,3,IT,Full-Time,3,2,1.1,2,2,6.7,Car,13,1,8,0,Bachelor,TRUE,21.5,3
456,Male,26,Single,Senior,4,IT,Full-Time,2,5,2.9,4,1,5.6,Car,13,1,22,3,Bachelor,TRUE,42,3
458,Male,25,Single,Junior,3,Operations,Full-Time,3,5,1.5,5,5,7.9,Car,12,1,10,0,Bachelor,TRUE,21.5,3
460,Male,31,Married,Mid,9,IT,Full-Time,1,2,0,4,5,6.2,Car,9,3,14,0,Bachelor,TRUE,34.5,3
480,Male,25,Single,Senior,3,IT,Part-Time,2,1,2.8,3,1,7.2,Bike,6,1,23,1,Bachelor,TRUE,41.5,3
481,Female,25,Single,Junior,3,Finance,Part-Time,3,1,1.6,5,2,7.7,Car,20,1,8,0,Bachelor,FALSE,21.5,3
486,Male,27,Single,Junior,5,IT,Contract,1,2,1.5,5,1,6.9,Bike,2,1,10,0,Bachelor,TRUE,22.5,3
504,Female,28,Single,Junior,6,Operations,Part-Time,1,3,2,2,3,4.9,Public Transport,10,2,7,0,Bachelor,FALSE,23,3
513,Male,24,Single,Junior,2,IT,Full-Time,1,2,2.1,3,3,6.6,Public Transport,21,0,6,0,Bachelor,TRUE,21,3
517,Female,25,Single,Junior,3,Finance,Full-Time,4,2,0,4,4,7.7,Public Transport,21,1,6,0,Bachelor,FALSE,21.5,3
536,Male,35,Single,Senior,13,Legal,Full-Time,1,3,2,5,1,6.7,Car,10,4,23,5,Bachelor,FALSE,46.5,3
537,Male,24,Married,Mid,2,IT,Part-Time,1,2,1.6,4,1,6.6,Public Transport,20,0,14,0,Bachelor,TRUE,31,3
542,Female,34,Married,Senior,2,Finance,Part-Time,2,1,1.7,2,4,6.6,Bike,5,4,21,2,Bachelor,FALSE,41,3
554,Female,40,Married,Senior,12,IT,Full-Time,1,2,3.1,3,1,7.2,Motorbike,13,6,19,8,Bachelor,TRUE,46,3
555,Male,26,Single,Junior,4,Sales,Contract,2,2,3,5,3,8.5,Motorbike,11,1,10,0,Bachelor,FALSE,22,3
556,Female,27,Single,Junior,5,Sales,Part-Time,4,2,3.2,5,2,6,Motorbike,8,1,9,0,Bachelor,FALSE,22.5,3
558,Female,25,Married,Junior,3,Finance,Full-Time,1,2,2.2,5,1,6.1,Car,12,1,8,0,Bachelor,FALSE,21.5,3
572,Female,43,Married,Senior,5,IT,Full-Time,1,3,3.2,5,4,6.6,Car,14,7,21,5,Bachelor,TRUE,42.5,3
585,Female,26,Single,Junior,4,HR,Contract,2,3,2,3,2,5.7,Walk,1,1,5,0,Bachelor,FALSE,22,3
590,Female,45,Married,Mid,9,IT,Full-Time,2,4,1.2,5,3,8.3,Car,18,7,12,0,Bachelor,TRUE,34.5,3
611,Male,23,Single,Junior,1,IT,Full-Time,4,5,0,5,4,6.7,Public Transport,7,0,5,0,Bachelor,TRUE,20.5,3
618,Male,34,Single,Mid,12,IT,Full-Time,1,5,3.2,5,2,6.9,Car,12,4,13,0,Bachelor,TRUE,36,3
621,Female,29,Married,Junior,7,Legal,Part-Time,1,3,1.8,4,1,6.2,Bike,5,2,6,0,Bachelor,FALSE,23.5,3
629,Male,22,Single,Intern/Fresher,0,Finance,Full-Time,1,2,0.3,4,3,8.1,Car,28,0,30,0,Bachelor,FALSE,10,3
631,Female,27,Single,Junior,5,Operations,Part-Time,2,5,1.2,5,3,6.8,Public Transport,25,1,9,0,Bachelor,FALSE,22.5,3
633,Female,37,Married,Mid,15,Marketing,Full-Time,1,1,1.7,3,1,6.7,Bike,2,5,12,0,Bachelor,FALSE,37.5,3
644,Other,35,Single,Mid,7,Marketing,Full-Time,5,3,1.5,2,5,6.9,Car,8,4,13,0,Bachelor,TRUE,33.5,3
649,Female,45,Divorced,Mid,4,HR,Full-Time,3,1,2.8,2,1,6.8,Walk,2,7,10,0,Bachelor,TRUE,32,3
2483,Female,24,Single,Mid,2,Legal,Full-Time,5,5,1.9,2,2,9.1,Car,6,0,11,0,Bachelor,FALSE,31,3
679,Male,24,Married,Senior,2,Sales,Full-Time,3,5,3.4,3,1,5.9,Car,24,0,21,4,Bachelor,FALSE,41,3
688,Male,24,Married,Mid,2,IT,Full-Time,3,1,2.1,5,1,8.8,Car,7,0,11,0,Bachelor,FALSE,31,3
689,Female,29,Single,Mid,7,Finance,Full-Time,2,3,2.9,1,1,8.2,Bike,3,2,15,0,Bachelor,FALSE,33.5,3
697,Female,32,Single,Senior,9,Operations,Full-Time,3,1,1.2,4,1,8.1,Bike,10,3,20,9,Bachelor,FALSE,44.5,3
701,Female,32,Married,Senior,9,HR,Full-Time,2,2,1.5,2,1,6.9,Public Transport,10,3,17,3,Bachelor,FALSE,44.5,3
703,Female,37,Divorced,Senior,15,Sales,Full-Time,4,2,2.5,2,1,8.5,Bike,4,5,15,5,Bachelor,FALSE,47.5,3
705,Female,22,Single,Junior,0,Finance,Full-Time,4,4,2.7,1,1,6.8,Car,18,0,7,0,Bachelor,TRUE,20,3
710,Female,27,Single,Mid,3,Marketing,Part-Time,4,3,2.7,3,1,7.6,Car,25,1,10,0,Bachelor,FALSE,31.5,3
716,Female,26,Single,Mid,4,Finance,Part-Time,4,3,0.6,4,1,6.9,Bike,4,1,10,0,Bachelor,FALSE,32,3
721,Female,23,Single,Intern/Fresher,1,Customer Service,Full-Time,3,5,2.1,4,1,8.4,Car,21,0,28,0,Bachelor,FALSE,10.5,3
724,Female,37,Married,Mid,7,Operations,Full-Time,3,3,1.2,3,3,7.3,Car,24,5,11,0,Bachelor,FALSE,33.5,3
727,Female,48,Single,Mid,12,Finance,Full-Time,5,1,3.5,1,2,7,Car,19,8,14,0,Bachelor,FALSE,36,3
729,Female,24,Single,Mid,2,Sales,Full-Time,1,5,1.6,3,1,6,Bike,8,0,11,0,Bachelor,FALSE,31,3
730,Female,24,Married,Junior,1,HR,Full-Time,3,4,0.5,5,2,8.1,Motorbike,22,0,8,0,Bachelor,TRUE,20.5,3
732,Male,29,Single,Junior,7,IT,Full-Time,5,5,2.3,1,2,6.8,Car,19,2,7,0,Bachelor,TRUE,23.5,3
733,Male,37,Single,Senior,3,IT,Full-Time,5,5,4,3,1,6.1,Bike,6,5,25,5,Bachelor,TRUE,41.5,3
738,Male,32,Single,Mid,2,Finance,Contract,4,2,0.7,3,2,8.3,Car,28,3,15,0,Bachelor,FALSE,31,3
741,Male,43,Married,Mid,21,Customer Service,Full-Time,4,3,1.4,5,1,5.2,Car,22,7,11,0,Bachelor,FALSE,40.5,3
744,Female,37,Single,Senior,15,Marketing,Full-Time,4,5,2.6,5,1,6.8,Motorbike,6,5,20,5,Bachelor,FALSE,47.5,3
748,Other,29,Single,Junior,7,Legal,Full-Time,1,4,1.6,2,1,6.6,Car,24,2,9,0,Bachelor,FALSE,23.5,3
749,Female,50,Married,Senior,2,Sales,Full-Time,4,1,2.4,3,1,6,Bike,5,9,18,7,Bachelor,FALSE,41,3
753,Female,42,Single,Senior,5,Marketing,Full-Time,3,3,3,3,1,7.1,Car,15,6,17,1,Bachelor,FALSE,42.5,3
756,Female,22,Single,Intern/Fresher,0,Operations,Full-Time,5,4,2.9,3,1,7,Walk,1,0,28,0,Bachelor,FALSE,10,3
763,Male,40,Married,Senior,2,IT,Part-Time,4,1,1.8,1,1,8,Car,7,6,18,7,Bachelor,TRUE,41,3
770,Male,23,Single,Intern/Fresher,1,IT,Full-Time,4,5,2.7,3,2,6.6,Bike,3,0,20,0,Bachelor,TRUE,10.5,3
778,Female,23,Single,Intern/Fresher,1,Customer Service,Part-Time,5,2,1.7,1,1,6.5,Public Transport,11,0,22,0,Bachelor,FALSE,10.5,3
782,Other,37,Single,Mid,6,Finance,Full-Time,5,5,2.2,4,3,6.8,Car,13,5,12,0,Bachelor,FALSE,33,3
784,Male,31,Married,Senior,5,Marketing,Part-Time,3,5,1.1,1,3,7.3,Car,20,3,18,9,Bachelor,FALSE,42.5,3
786,Female,28,Single,Junior,6,Operations,Full-Time,5,2,0.8,3,4,6.6,Public Transport,8,2,8,0,Bachelor,FALSE,23,3
787,Male,54,Married,Senior,29,Operations,Full-Time,2,5,1.8,2,1,6.1,Car,14,10,25,5,Bachelor,FALSE,54.5,3
789,Female,25,Single,Junior,3,Sales,Full-Time,5,5,1,1,2,6.7,Car,12,1,6,0,Bachelor,TRUE,21.5,3
791,Male,45,Married,Mid,22,IT,Full-Time,5,5,0.6,4,1,5.7,Car,7,7,15,0,Bachelor,FALSE,41,3
796,Female,37,Married,Mid,15,Sales,Part-Time,2,2,3.2,1,1,7.3,Car,27,5,14,0,Bachelor,FALSE,37.5,3
797,Male,25,Single,Junior,3,Legal,Full-Time,5,2,3.1,5,1,6.6,Public Transport,5,1,10,0,Bachelor,FALSE,21.5,3
803,Female,35,Married,Mid,13,Sales,Part-Time,4,3,3.1,1,1,6.5,Public Transport,9,4,15,0,Bachelor,FALSE,36.5,3
808,Female,38,Married,Mid,3,Operations,Part-Time,2,5,1.5,3,2,7,Public Transport,13,5,13,0,Bachelor,FALSE,31.5,3
809,Female,38,Married,Senior,1,IT,Part-Time,3,3,2.8,5,2,7.6,Car,14,5,24,1,Bachelor,FALSE,40.5,3
811,Other,28,Single,Junior,6,Marketing,Full-Time,5,5,2.8,5,1,8.3,Motorbike,17,2,9,0,Bachelor,TRUE,23,3
819,Female,26,Single,Junior,4,Marketing,Part-Time,3,1,2.7,1,2,7,Car,9,1,9,0,Bachelor,TRUE,22,3
822,Male,25,Married,Junior,3,Finance,Part-Time,5,1,2.8,4,1,7.2,Motorbike,4,1,8,0,Bachelor,FALSE,21.5,3
825,Other,49,Single,Mid,15,Marketing,Part-Time,2,3,1.5,1,1,6.8,Public Transport,19,9,12,0,Bachelor,FALSE,37.5,3
826,Female,33,Married,Mid,11,Finance,Full-Time,1,3,1.7,4,1,8,Motorbike,21,3,10,0,Bachelor,FALSE,35.5,3
828,Male,30,Married,Mid,8,Finance,Full-Time,5,3,3.5,5,1,6.3,Public Transport,11,2,13,0,Bachelor,FALSE,34,3
830,Female,40,Divorced,Mid,1,Operations,Contract,4,4,2,2,1,6.1,Public Transport,18,6,15,0,Bachelor,FALSE,30.5,3
832,Male,25,Married,Junior,3,Legal,Part-Time,5,3,3.5,2,1,6.5,Bike,7,1,6,0,Bachelor,FALSE,21.5,3
837,Male,26,Married,Junior,4,IT,Part-Time,3,5,2.4,3,1,5.1,Car,9,1,7,0,Bachelor,FALSE,22,3
839,Female,25,Single,Junior,1,Operations,Full-Time,2,2,1.9,4,2,8.1,Public Transport,28,1,10,0,Bachelor,FALSE,20.5,3
844,Male,48,Married,Senior,14,IT,Contract,1,4,2,2,1,6.1,Public Transport,9,8,16,6,Bachelor,TRUE,47,3
847,Female,39,Married,Mid,6,Finance,Full-Time,3,4,2,1,1,6.9,Car,5,5,14,0,Bachelor,TRUE,33,3
852,Female,26,Married,Junior,4,Legal,Contract,1,5,1.3,4,1,8.1,Car,14,1,6,0,Bachelor,FALSE,22,3
853,Male,24,Single,Junior,2,IT,Part-Time,3,2,2,2,1,7.7,Car,25,0,7,0,Bachelor,TRUE,21,3
861,Male,46,Divorced,Mid,11,Operations,Full-Time,5,1,0.8,5,1,8.2,Car,22,8,12,0,Bachelor,FALSE,35.5,3
865,Male,37,Married,Mid,15,IT,Part-Time,2,5,2.9,5,1,7.8,Walk,2,5,12,0,Bachelor,TRUE,37.5,3
870,Male,45,Single,Mid,7,Finance,Full-Time,1,4,2.8,2,1,6.5,Car,24,7,10,0,Bachelor,FALSE,33.5,3
875,Male,29,Married,Mid,7,IT,Full-Time,1,5,0.9,3,2,6,Public Transport,17,2,12,0,Bachelor,FALSE,33.5,3
879,Male,27,Single,Junior,4,Finance,Full-Time,1,5,2.2,2,1,6.7,Motorbike,12,1,7,0,Bachelor,FALSE,22,3
880,Female,37,Single,Senior,7,Customer Service,Full-Time,4,4,1.7,2,1,6.4,Motorbike,23,5,25,7,Bachelor,FALSE,43.5,3
882,Male,29,Married,Junior,6,HR,Full-Time,5,3,1.5,3,1,7.8,Public Transport,26,2,9,0,Bachelor,TRUE,23,3
889,Male,30,Married,Senior,8,Customer Service,Full-Time,4,4,1.2,1,2,6.9,Car,29,2,17,2,Bachelor,FALSE,44,3
891,Female,33,Single,Senior,11,Operations,Full-Time,1,2,0.7,1,2,7.7,Public Transport,13,3,24,7,Bachelor,FALSE,45.5,3
892,Female,31,Married,Mid,5,Sales,Full-Time,3,1,0.8,4,1,7,Bike,8,3,13,0,Bachelor,FALSE,32.5,3
894,Female,36,Divorced,Mid,7,IT,Full-Time,5,2,2.4,4,1,7.7,Public Transport,14,4,15,0,Bachelor,FALSE,33.5,3
896,Female,22,Single,Intern/Fresher,0,Customer Service,Full-Time,4,1,2.4,1,1,5.9,Car,25,0,20,0,Bachelor,FALSE,10,3
898,Male,31,Married,Mid,9,Finance,Contract,3,3,2,3,3,8.2,Public Transport,27,3,10,0,Bachelor,FALSE,34.5,3
899,Male,35,Single,Senior,13,IT,Part-Time,5,2,2.3,3,1,8,Car,19,4,21,4,Bachelor,TRUE,46.5,3
902,Male,36,Married,Mid,14,Legal,Contract,5,5,1.3,4,1,6.5,Walk,2,4,12,0,Bachelor,TRUE,37,3
906,Female,30,Married,Mid,8,Finance,Full-Time,4,3,2,2,1,7.5,Car,10,2,12,0,Bachelor,FALSE,34,3
908,Female,39,Divorced,Senior,17,Sales,Contract,1,4,2.5,1,3,7.6,Car,15,5,22,1,Bachelor,FALSE,48.5,3
909,Female,29,Single,Mid,7,Finance,Full-Time,5,1,1.9,2,3,6.1,Motorbike,3,2,11,0,Bachelor,FALSE,33.5,3
910,Male,48,Divorced,Mid,18,Marketing,Part-Time,4,3,0.6,3,2,7.1,Bike,8,8,11,0,Bachelor,TRUE,39,3
914,Male,23,Single,Junior,1,Finance,Full-Time,2,4,3,2,1,6.8,Car,21,0,7,0,Bachelor,TRUE,20.5,3
917,Other,24,Single,Junior,2,Sales,Part-Time,2,4,0.9,3,1,7.7,Public Transport,22,0,7,0,Bachelor,FALSE,21,3
919,Male,45,Married,Mid,23,HR,Full-Time,4,3,2.5,3,1,6,Car,13,7,15,0,Bachelor,FALSE,41.5,3
924,Male,22,Single,Junior,0,Marketing,Full-Time,4,3,2.4,3,1,6.6,Public Transport,19,0,10,0,Bachelor,FALSE,20,3
925,Male,33,Married,Mid,11,Operations,Full-Time,3,5,2.8,3,2,6,Car,17,3,11,0,Bachelor,TRUE,35.5,3
928,Male,30,Single,Mid,8,Finance,Full-Time,2,1,4.2,3,1,8.2,Car,18,2,13,0,Bachelor,FALSE,34,3
930,Female,40,Single,Senior,10,Sales,Full-Time,4,1,3.2,4,2,7,Car,20,6,22,6,Bachelor,FALSE,45,3
934,Male,40,Divorced,Mid,18,Operations,Full-Time,3,3,0.8,1,1,6.1,Motorbike,11,6,15,0,Bachelor,FALSE,39,3
936,Other,26,Single,Junior,3,IT,Full-Time,5,5,2.8,1,2,6.4,Motorbike,22,1,7,0,Bachelor,TRUE,21.5,3
939,Male,23,Single,Intern/Fresher,1,IT,Full-Time,5,1,1,1,1,7.3,Public Transport,6,0,26,0,Bachelor,FALSE,10.5,3
940,Female,32,Married,Senior,10,Operations,Part-Time,4,1,1.5,2,3,8.5,Car,5,3,22,9,Bachelor,FALSE,45,3
944,Other,39,Single,Senior,15,Operations,Part-Time,2,3,0.9,2,1,7.6,Motorbike,21,5,24,3,Bachelor,TRUE,47.5,3
945,Female,29,Single,Mid,7,Finance,Full-Time,1,2,0.4,1,1,6.3,Motorbike,20,2,14,0,Bachelor,FALSE,33.5,3
949,Male,25,Single,Junior,2,Legal,Full-Time,5,3,1,2,1,6.4,Public Transport,24,1,7,0,Bachelor,FALSE,21,3
954,Male,38,Married,Mid,16,IT,Full-Time,1,1,0.1,1,1,7.1,Bike,9,5,11,0,Bachelor,FALSE,38,3
957,Male,47,Married,Mid,25,IT,Full-Time,4,2,2,1,3,7,Public Transport,26,8,15,0,Bachelor,TRUE,42.5,3
961,Female,25,Single,Junior,3,Finance,Part-Time,5,5,0.7,5,3,6.3,Car,18,1,5,0,Bachelor,FALSE,21.5,3
964,Male,33,Divorced,Mid,10,HR,Full-Time,5,4,2.6,4,1,6.7,Public Transport,6,3,15,0,Bachelor,FALSE,35,3
967,Male,24,Single,Junior,2,Sales,Full-Time,4,4,3.1,4,1,6.6,Bike,10,0,9,0,Bachelor,FALSE,21,3
968,Male,38,Single,Mid,1,Marketing,Part-Time,5,1,1,3,1,7.7,Public Transport,20,5,14,0,Bachelor,FALSE,30.5,3
969,Female,26,Single,Junior,4,Legal,Full-Time,3,5,2.8,1,1,5.8,Car,7,1,8,0,Bachelor,FALSE,22,3
970,Female,27,Single,Junior,5,Sales,Contract,4,1,1.3,2,2,7.7,Bike,7,1,10,0,Bachelor,FALSE,22.5,3
974,Male,36,Married,Mid,14,IT,Full-Time,1,4,1,2,3,7.7,Car,29,4,12,0,Bachelor,FALSE,37,3
984,Female,27,Single,Junior,5,Legal,Part-Time,5,2,1.7,2,3,7.1,Public Transport,21,1,8,0,Bachelor,TRUE,22.5,3
986,Female,27,Single,Junior,5,Operations,Full-Time,3,2,1.9,2,1,5.5,Public Transport,25,1,7,0,Bachelor,FALSE,22.5,3
992,Female,23,Single,Junior,1,Finance,Full-Time,3,2,3,1,2,6.8,Car,6,0,5,0,Bachelor,FALSE,20.5,3
993,Female,41,Married,Mid,19,Customer Service,Full-Time,4,4,3.2,4,3,7,Bike,6,6,12,0,Bachelor,TRUE,39.5,3
995,Female,24,Married,Junior,2,Marketing,Full-Time,5,3,1.5,2,1,6.2,Bike,7,0,10,0,Bachelor,FALSE,21,3
998,Male,25,Single,Junior,3,IT,Full-Time,5,3,2.9,5,1,8.7,Car,6,1,7,0,Bachelor,TRUE,21.5,3
999,Male,34,Married,Mid,12,IT,Full-Time,5,5,2.1,2,1,6.7,Car,10,4,15,0,Bachelor,TRUE,36,3
1001,Female,31,Single,Mid,9,Operations,Full-Time,4,2,2.4,3,3,6.7,Car,21,3,12,0,Bachelor,FALSE,34.5,3
1003,Male,23,Single,Junior,1,IT,Part-Time,1,5,2.8,3,3,8,Bike,6,0,5,0,Bachelor,TRUE,20.5,3
1004,Male,22,Single,Junior,0,Legal,Part-Time,5,1,2.6,4,1,7.4,Public Transport,20,0,8,0,Bachelor,TRUE,20,3
1008,Male,32,Married,Mid,10,Sales,Part-Time,3,3,0.2,1,1,6.9,Public Transport,19,3,10,0,Bachelor,FALSE,35,3
1010,Female,48,Married,Mid,19,IT,Full-Time,5,4,1.8,4,1,6,Public Transport,29,8,14,0,Bachelor,TRUE,39.5,3
1011,Male,34,Married,Senior,8,Sales,Full-Time,5,5,2.3,5,3,7.1,Motorbike,11,4,19,6,Bachelor,FALSE,44,3
1013,Female,27,Single,Junior,4,Legal,Part-Time,5,3,2.1,5,5,8.4,Car,29,1,5,0,Bachelor,FALSE,22,3
1019,Other,42,Single,Mid,20,HR,Full-Time,1,3,2.1,1,3,6.8,Public Transport,29,6,15,0,Bachelor,FALSE,40,3
1020,Female,29,Single,Mid,4,Finance,Full-Time,1,5,4.4,3,2,5.5,Car,21,2,15,0,Bachelor,FALSE,32,3
1024,Female,38,Married,Mid,16,HR,Full-Time,2,3,3.4,2,1,7.7,Walk,1,5,13,0,Bachelor,FALSE,38,3
1026,Male,26,Single,Junior,4,IT,Full-Time,3,5,1.8,3,1,6.4,Car,24,1,8,0,Bachelor,TRUE,22,3
1027,Male,31,Married,Mid,9,Sales,Full-Time,1,5,2.8,2,3,7.2,Car,28,3,14,0,Bachelor,FALSE,34.5,3
1028,Male,27,Single,Junior,5,Operations,Full-Time,1,5,1.1,4,1,7.2,Car,13,1,9,0,Bachelor,FALSE,22.5,3
1037,Female,25,Single,Junior,3,IT,Full-Time,5,1,3.4,2,3,7.6,Car,10,1,6,0,Bachelor,TRUE,21.5,3
1046,Male,30,Married,Mid,2,IT,Part-Time,3,3,2.1,1,3,6.9,Public Transport,14,2,15,0,Bachelor,TRUE,31,3
1051,Male,28,Single,Junior,6,Sales,Full-Time,4,5,2.5,3,4,7.1,Car,5,2,10,0,Bachelor,FALSE,23,3
1053,Male,33,Single,Mid,11,Sales,Full-Time,4,1,2,2,2,8.3,Car,6,3,10,0,Bachelor,FALSE,35.5,3
1054,Female,34,Single,Mid,12,Sales,Part-Time,5,3,3,2,2,7,Motorbike,5,4,15,0,Bachelor,TRUE,36,3
1055,Female,22,Single,Intern/Fresher,0,Sales,Full-Time,2,3,3.2,3,1,6.1,Bike,4,0,21,0,Bachelor,FALSE,10,3
1060,Other,24,Single,Junior,2,Marketing,Part-Time,5,2,1.3,1,1,6.7,Walk,1,0,5,0,Bachelor,FALSE,21,3
1063,Other,33,Single,Mid,1,IT,Full-Time,4,5,0.5,2,2,6.6,Car,25,3,12,0,Bachelor,TRUE,30.5,3
1064,Other,28,Single,Junior,6,Sales,Full-Time,4,2,1.6,4,1,5.7,Bike,3,2,9,0,Bachelor,FALSE,23,3
1066,Male,41,Married,Mid,13,Customer Service,Full-Time,2,4,1.7,3,1,6.7,Walk,1,6,11,0,Bachelor,FALSE,36.5,3
1067,Female,36,Single,Mid,2,Customer Service,Full-Time,3,3,2.6,3,1,8.3,Public Transport,5,4,11,0,Bachelor,FALSE,31,3
1072,Male,33,Married,Mid,11,Legal,Full-Time,5,5,1.2,5,3,6.5,Motorbike,5,3,13,0,Bachelor,TRUE,35.5,3
1076,Male,46,Married,Senior,9,Finance,Full-Time,5,4,0.9,2,2,6.5,Public Transport,22,8,17,1,Bachelor,FALSE,44.5,3
2219,Male,37,Married,Senior,9,IT,Part-Time,4,2,1.6,5,4,7.6,Public Transport,9,5,18,5,Bachelor,TRUE,44.5,3
2221,Male,34,Married,Senior,12,IT,Full-Time,4,1,1.6,3,1,6.8,Motorbike,17,4,23,4,Bachelor,TRUE,46,3
2231,Male,35,Married,Mid,4,IT,Full-Time,2,1,3.5,1,2,7.1,Public Transport,24,4,15,0,Bachelor,TRUE,32,3
2234,Male,48,Married,Mid,3,IT,Full-Time,1,2,0.2,4,1,7,Car,19,8,14,0,Bachelor,TRUE,31.5,3
2241,Female,39,Married,Senior,17,IT,Full-Time,1,1,0.4,4,1,4.8,Public Transport,11,5,19,6,Bachelor,TRUE,48.5,3
2246,Female,25,Married,Mid,3,Sales,Full-Time,1,3,0.6,5,3,6.9,Public Transport,12,1,15,0,Bachelor,TRUE,31.5,3
2254,Male,30,Single,Mid,8,Finance,Full-Time,1,1,1.7,5,2,7.6,Motorbike,6,2,13,0,Bachelor,FALSE,34,3
2267,Other,25,Single,Mid,3,Operations,Contract,2,1,2.6,1,3,5.2,Public Transport,26,1,13,0,Bachelor,FALSE,31.5,3
2270,Female,54,Married,Senior,11,Finance,Full-Time,2,2,2.3,1,4,6.4,Bike,1,10,20,4,Bachelor,FALSE,45.5,3
2272,Male,36,Single,Mid,14,IT,Contract,1,1,3.3,3,1,7.4,Walk,2,4,14,0,Bachelor,TRUE,37,3
2274,Female,43,Married,Senior,4,Finance,Full-Time,4,3,0.9,5,4,4.8,Car,19,7,21,6,Bachelor,FALSE,42,3
2279,Female,24,Single,Junior,2,Marketing,Full-Time,3,1,3.5,2,1,6.7,Car,15,0,6,0,Bachelor,TRUE,21,3
2283,Male,32,Married,Mid,3,HR,Full-Time,1,1,3.2,4,1,7.8,Car,5,3,12,0,Bachelor,FALSE,31.5,3
2305,Other,37,Single,Mid,14,Finance,Part-Time,3,3,1.8,2,4,5.6,Bike,5,5,11,0,Bachelor,FALSE,37,3
2312,Female,50,Married,Senior,24,IT,Full-Time,2,3,2,3,1,5.8,Car,24,9,25,9,Bachelor,TRUE,52,3
2313,Male,26,Married,Senior,2,Operations,Full-Time,1,4,0.7,4,5,7.2,Public Transport,17,1,21,8,Bachelor,TRUE,41,3
2317,Male,27,Single,Mid,5,Finance,Full-Time,3,2,1.8,4,3,6.9,Bike,9,1,14,0,Bachelor,FALSE,32.5,3
2319,Male,35,Married,Mid,13,IT,Full-Time,1,1,0.8,3,1,8,Motorbike,10,4,11,0,Bachelor,TRUE,36.5,3
2328,Male,30,Married,Mid,8,IT,Full-Time,1,4,2.8,4,1,5.5,Public Transport,28,2,15,0,Bachelor,TRUE,34,3
2333,Female,30,Married,Senior,3,Marketing,Part-Time,4,2,2.1,4,4,6.2,Public Transport,10,2,18,8,Bachelor,FALSE,41.5,3
2348,Male,25,Single,Junior,3,IT,Part-Time,3,1,2.9,2,1,6.2,Public Transport,15,1,9,0,Bachelor,TRUE,21.5,3
2352,Female,23,Single,Intern/Fresher,1,Marketing,Contract,2,2,1.3,4,3,7.7,Bike,6,0,25,0,Bachelor,FALSE,10.5,3
2358,Female,26,Single,Junior,4,Sales,Full-Time,2,1,1.7,2,5,8,Walk,2,1,10,0,Bachelor,FALSE,22,3
2360,Female,56,Divorced,Senior,1,Finance,Full-Time,2,5,4,5,2,5.9,Public Transport,20,11,19,3,Bachelor,FALSE,40.5,3
2361,Female,38,Married,Mid,16,Sales,Part-Time,2,3,0.3,5,3,7.5,Car,14,5,14,0,Bachelor,TRUE,38,3
2364,Female,22,Single,Intern/Fresher,0,Finance,Full-Time,1,3,1.5,4,1,6.8,Bike,2,0,21,0,Bachelor,TRUE,10,3
2376,Male,38,Divorced,Mid,10,IT,Full-Time,3,2,4.5,2,2,6.5,Bike,10,5,15,0,Bachelor,TRUE,35,3
2385,Male,37,Married,Senior,15,IT,Contract,2,3,1.2,3,2,7,Motorbike,16,5,15,9,Bachelor,TRUE,47.5,3
2387,Other,22,Single,Junior,0,IT,Part-Time,3,5,1.7,5,3,7.2,Bike,9,0,8,0,Bachelor,TRUE,20,3
2401,Male,27,Single,Senior,5,Finance,Part-Time,4,1,3.8,4,1,5.8,Car,22,1,22,3,Bachelor,FALSE,42.5,3
2414,Female,32,Divorced,Senior,7,Marketing,Full-Time,2,1,2.3,3,2,6.2,Car,28,3,21,5,Bachelor,TRUE,43.5,3
2419,Male,50,Married,Senior,11,IT,Full-Time,5,2,1.8,2,3,5.6,Public Transport,9,9,20,5,Bachelor,TRUE,45.5,3
2435,Male,24,Married,Junior,2,Operations,Full-Time,1,4,1,5,3,7.3,Car,25,0,10,0,Bachelor,TRUE,21,3
2438,Female,25,Single,Junior,3,Marketing,Part-Time,2,2,1.2,5,1,5.9,Car,11,1,7,0,Bachelor,TRUE,21.5,3
2443,Female,27,Single,Junior,2,Finance,Full-Time,1,3,3.4,4,1,6.7,Public Transport,20,1,10,0,Bachelor,FALSE,21,3
2458,Male,37,Married,Mid,15,IT,Full-Time,4,2,2.1,4,3,8.4,Car,17,5,10,0,Bachelor,TRUE,37.5,3
2477,Other,32,Single,Mid,10,Finance,Full-Time,2,1,2.4,4,1,5.9,Car,12,3,14,0,Bachelor,TRUE,35,3
2490,Male,24,Single,Junior,2,Operations,Full-Time,1,3,2.7,1,2,6.1,Car,23,0,10,0,Bachelor,TRUE,21,3
